Re,field,ratio_mean_abs,ratio_l2,alpha_origin,alpha,intercept,R2
840,y-velocity,1.1092054965340894,1.0090643514489237,1.0088609233998556,1.0088609106936595,7.830992642532528e-07,0.9995968407184338
850,pressure,2.111293834577197,2.0861064016194235,2.081602170804237,0.940429684342752,4.424063078593605,0.950611077703399
850,x-velocity,1.0678981364242004,1.0078302436474877,1.007566044129936,1.0075660171006426,-5.30353525662945e-08,0.999475713920297
850,y-velocity,1.1198096590105113,1.0100452567064737,1.009782089701119,1.0097820763075962,8.254600734188971e-07,0.9994789700115793
860,pressure,2.11130066024072,2.0861031198567326,2.0815878496850977,0.9394742608175779,4.427711516018363,0.9493252299690972
860,x-velocity,1.0789572184497378,1.008129226894235,1.0077912623409442,1.0077912816806098,3.7947196685504616e-08,0.9993295556704345
860,y-velocity,1.1305718466604011,1.0110010657909632,1.01066853733672,1.0106685231931147,8.716886491863331e-07,0.9993422897195846
870,pressure,2.369244813872819,2.3319197358068178,2.3248249629268742,0.9517719068223129,4.769507114181934,0.9591649717230901
870,x-velocity,1.0342935653802097,1.0074769408311957,1.0073946032871923,1.0073942857453482,-6.25892310119033e-07,0.9998365355563709
870,y-velocity,1.041408160485799,1.0060139989092203,1.0059506701438454,1.0059506604326143,5.731563909469506e-07,0.9998741043617566
880,pressure,2.3692520604856235,2.3319162288530735,2.324809037012092,0.9509043928548777,4.772465233868152,0.9580400905470867
880,x-velocity,1.0372164483612099,1.0077760175767747,1.0076866579254429,1.0076863923018553,-5.235585919170037e-07,0.9998226475426457
880,y-velocity,1.047370244024839,1.006937415841318,1.0068588440674835,1.0068588336029562,6.176158985477071e-07,0.9998439460854917
890,pressure,2.369259315875223,2.3319127884102318,2.324793263176461,0.9500443218831333,4.775398027454871,0.9569191409892975
890,x-velocity,1.0416658610434757,1.0080702239778818,1.007962407808439,1.00796219129481,-4.267601827433744e-07,0.9997860809206311
890,y-velocity,1.053580190173274,1.0078382581261223,1.0077353097248356,1.0077352985393566,6.601664453373237e-07,0.9997957159577799
900,pressure,2.369266524260363,2.331909431167095,2.324777689794574,0.9491945423112094,4.778295768616723,0.955803268410441
900,x-velocity,1.047651565425064,1.0083624961459179,1.0082255354874303,1.0082253671346761,-3.3183246935033323e-07,0.9997283375141606
900,y-velocity,1.059932625186776,1.0087261333214872,1.0085901859074682,1.0085901739914107,7.032851916043455e-07,0.9997304765346232
910,pressure,2.369273697372925,2.331906149509318,2.3247623022770143,0.9483542477102064,4.781161207927701,0.9546927159549082
910,x-velocity,1.0549460771196122,1.0086520009020878,1.0084756224481155,1.0084755007896773,-2.39795423467595e-07,0.9996502591161336
910,y-velocity,1.0663223114304836,1.009598550087864,1.0094212974509393,1.0094212848070163,7.462437789207854e-07,0.9996488972021426
920,pressure,2.3692808372209666,2.3319029391597694,2.324747097189625,0.9475232458029765,4.783995001362455,0.9535882478798979
920,x-velocity,1.0630616628662415,1.008938649165927,1.0087130520556244,1.0087129756481914,-1.506032224444015e-07,0.999552801353391
920,y-velocity,1.0727584716463732,1.0104559232506354,1.0102294092577493,1.0102293958867345,7.89156711459933e-07,0.9995517114817056
930,pressure,2.369287959973513,2.331899791560999,2.3247320582481925,0.9467006065082414,4.786800323133059,0.9524902286437885
930,x-velocity,1.0714808858775653,1.0092219444313686,1.0089377705342812,1.0089377376156012,-6.488451624230506e-08,0.9994368596959022
930,y-velocity,1.0792689228240462,1.0112973983795404,1.0110139916141336,1.0110139775186044,8.319175277691401e-07,0.9994395985358201
940,pressure,2.369295082118224,2.331896697759212,2.3247171692702935,0.945885387850008,4.7895803891232855,0.9513991917574464
940,x-velocity,1.0803090552235466,1.0095023853478038,1.009150729928209,1.0091507382032776,1.6310610647580218e-08,0.999303350158856
940,y-velocity,1.0858744185380849,1.0121226593310673,1.0117750509906012,1.0117750361783215,8.742201194053497e-07,0.9993132298997007
950,pressure,2.3693021186153267,2.331893685425102,2.324702495755599,0.945081564263758,4.7923216210543504,0.9503149488049831
950,x-velocity,1.089374093975373,1.0097802752073703,1.0093526308191474,1.0093526800954709,9.712632309642954e-08,0.9991530766729847
950,y-velocity,1.092474511832208,1.012936613695882,1.0125178288101107,1.0125178132766346,9.167851369350068e-07,0.9991732999423796
960,pressure,2.696060304473583,2.6387610307044755,2.6271121880787294,0.9579373066582836,5.135296102943465,0.9606734922796061
960,x-velocity,1.02986769428007,1.0090533183325943,1.0089670227739895,1.0089666896010443,-6.600259311173276e-07,0.999828945900052
960,y-velocity,1.0402530501213596,1.0077346644006824,1.0076670422213814,1.0076670321772287,5.653035626424027e-07,0.9998657989142853
970,pressure,2.696067986718372,2.6387577343495354,2.627095492670535,0.9572081125066467,5.1374881392970435,0.9597346075848732
970,x-velocity,1.031382669413228,1.0093250649734582,1.0092282254412244,1.0092279379100106,-5.696082466218619e-07,0.9998080980930097
970,y-velocity,1.0454206797680121,1.008513463116048,1.008428520105108,1.008428509337881,6.059995228133154e-07,0.9998315560155093
980,pressure,2.6960755560529663,2.6387545299701163,2.6270790480310855,0.956489615288494,5.139648037526762,0.9588001800023068
980,x-velocity,1.0364390815406503,1.0095940546293918,1.0094781668455834,1.0094779258864819,-4.773474482955014e-07,0.9997704141771074
980,y-velocity,1.0508542077252547,1.0092818125146006,1.0091725936772444,1.0091725821682875,6.477454194003084e-07,0.9997835838349891
990,pressure,2.696083155385832,2.6387513719799034,2.6270627458275047,0.9557766524301298,5.141791347245479,0.9578716002341165
990,x-velocity,1.0420719116026198,1.0098595579147827,1.0097163917453482,1.0097161946215636,-3.905083270890964e-07,0.9997164509814693
990,y-velocity,1.0563366710695616,1.010034869161524,1.009894672998797,1.0098946607626103,6.886752487584044e-07,0.9997224137504955
1000,pressure,2.6960907160606085,2.6387482779467293,2.6270466351130324,0.9550715799916794,5.1439109708365125,0.9569489478209651
1000,x-velocity,1.0481801437051435,1.0101227947063198,1.009944519234268,1.0099443647602029,-3.0601791045460144e-07,0.9996470129080551
1000,y-velocity,1.0618349609300408,1.0107760550014466,1.0105984570712145,1.0105984441078375,7.296028416996546e-07,0.9996486230003966
